Dataset,Hardware,ds_key,hw_key,Stage,stage_idx,stage_id,Seed,HV,IGD,Spacing,Pareto Points,algo_id,MaxSpread
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,14,1.1379008505758104,0.006440134585551955,0.07334225844932957,115.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,15,1.1342994165188154,0.005144947936347186,0.006354564165244583,159.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,16,1.1343732048838784,0.006892990752432413,0.07728692740605925,104.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,17,1.135475367206266,0.010968820230245141,0.01688511940440885,169.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,18,1.1382896586458404,0.004847519298572637,0.0035279162737863815,122.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,19,1.137649475288022,0.004716128889944701,0.07845159081528315,104.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,20,1.1241048128834286,0.029191902629629146,0.07341447416509422,115.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,21,1.1375499390667436,0.0038863437383522387,0.021230950669243676,118.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,22,1.1366415872316946,0.006133779691562791,0.021242673030655378,102.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,23,1.1385566522742587,0.0020166892281575977,0.0727563577656485,120.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,24,1.132632558613517,0.00928106840700692,0.0034352428505168824,146.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,25,1.1336945932699483,0.005943066034842021,0.003756051319398192,129.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,26,1.1354922227341386,0.004556824311257582,0.007895064494557133,146.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,27,1.135076210901666,0.002954349250924203,0.06778767859307173,136.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,28,1.1341817056141041,0.00440181965629428,0.0066768516422083864,125.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,29,1.1376758475339228,0.006095043061674694,0.07444881021655461,113.0,,
CIFAR-100,Eyeriss,cifar100,eyeriss_latency,MOEA/D + GA,1,stage2_moead_ga,0,1.0365381226539836,0.008164899011737375,0.042280047907842705,98.0,,
CIFAR-100,Eyeriss,cifar100,eyeriss_latency,MOEA/D + GA,1,stage2_moead_ga,1,1.036734635727665,0.008191112425706392,0.016195281209846715,156.0,,
